City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,thayetmyo,19.3167,95.1833,76.86,81,8,6.31,MM,1731291241
289,price,39.5994,-110.8107,38.46,56,0,6.91,US,1731291125
290,fisterra,42.9049,-9.2629,61.23,89,13,8.05,ES,1731291243
291,leua,48.2156,18.6071,37.04,77,0,3.0,SK,1731291245
292,mermoz boabab,14.7065,-17.4758,76.78,83,0,6.91,SN,1731291246
293,ko samui,9.5357,99.9357,80.98,80,100,12.73,TH,1731291247
294,minas de marcona,-15.2119,-75.1103,57.61,84,74,10.33,PE,1731291248
295,puerto el triunfo,13.2833,-88.55,77.81,86,76,4.36,SV,1731291250
296,pangai,-19.8,-174.35,77.11,78,75,21.85,TO,1731291251
297,laboulaye,-34.1266,-63.3912,52.99,78,13,3.53,AR,1731291252
298,peace river,56.2501,-117.286,26.91,86,75,6.91,CA,1731291253
299,vorgashor,67.5833,63.95,5.11,98,89,6.82,RU,1731291254
300,valjevo,44.2751,19.8982,36.88,78,14,3.85,RS,1731291256
301,ingeniero jacobacci,-41.3427,-69.5448,42.13,49,7,19.6,AR,1731291257
302,warri,5.5167,5.75,75.24,92,25,2.35,NG,1731291258
303,port macquarie,-31.4333,152.9167,74.07,76,98,4.0,AU,1731291259
304,san luis de la loma,17.2706,-100.8939,79.63,85,42,2.8,MX,1731291260
305,muisne,0.6,-80.0333,74.35,78,100,7.78,EC,1731291262
306,shubarkuduk,49.1447,56.4872,33.82,88,100,8.08,KZ,1731291263
307,st. john's,47.5649,-52.7093,36.97,76,75,21.85,CA,1731291265
308,coronel dorrego,-38.7187,-61.2873,48.56,86,0,6.69,AR,1731291267
309,tocopilla,-22.092,-70.1979,67.98,68,0,5.08,CL,1731291268
310,carnarvon,-24.8667,113.6333,74.03,53,64,22.06,AU,1731291269
311,monroeville,40.4212,-79.7881,58.44,91,100,10.36,US,1731291270
312,hilo,19.7297,-155.09,78.94,82,75,8.05,US,1731291272
313,remire-montjoly,4.9167,-52.2667,77.04,100,75,2.3,GF,1731291273
314,lembang,-6.8117,107.6175,79.05,100,100,1.01,ID,1731291274
315,brookings,44.3114,-96.7984,47.17,96,0,6.91,US,1731291234
316,labrador city,52.9463,-66.9114,28.31,69,20,11.5,CA,1731291276
317,puntarenas,9.9763,-84.8384,74.61,94,100,3.62,CR,1731291278
318,haiku-pauwela,20.9219,-156.3051,80.62,63,0,32.01,US,1731291279
319,thasra,22.8,73.2167,72.99,43,0,3.71,IN,1731291281
320,pangoa,-12.1167,-73.0,71.49,91,84,2.95,PE,1731291282
321,itamaraca,-7.7478,-34.8256,76.93,74,76,10.07,BR,1731291284
322,aguie,13.506,7.7786,68.88,24,100,8.72,NE,1731291285
323,marquette,46.5333,-87.6335,45.84,96,100,5.01,US,1731291286
324,archangelos,36.2149,28.1149,63.3,75,5,5.21,GR,1731291287
325,nikolayevsk-on-amure,53.1406,140.73,28.06,82,100,13.18,RU,1731291288
326,saint-francois,46.4154,3.9054,47.64,93,100,6.91,FR,1731291290
327,sola,-13.8833,167.55,80.42,76,100,17.83,VU,1731291291
328,la passe,45.5549,-0.8967,59.4,66,100,7.25,FR,1731291292
329,masterton,-40.9597,175.6575,71.98,38,0,2.75,NZ,1731291293
330,freetown,8.484,-13.2299,79.75,78,2,2.21,SL,1731291294
331,pacific grove,36.6177,-121.9166,58.66,78,0,4.0,US,1731291296
332,ingeniero guillermo n. juarez,-23.9,-61.85,83.35,34,0,9.19,AR,1731291298
333,usinsk,65.9939,57.5281,7.92,97,41,9.04,RU,1731291299
334,hadibu,12.65,54.0333,77.76,82,12,9.51,YE,1731291300
335,vainode,56.4333,21.8667,35.28,83,100,5.35,LV,1731291302
336,dapaong,10.8639,0.205,73.49,30,0,6.69,TG,1731291303
337,gadzhiyevo,69.2551,33.3362,36.03,70,100,18.21,RU,1731291304
338,pembroke,45.8168,-77.1162,39.18,92,100,6.96,CA,1731291305
339,nouadhibou,20.931,-17.0347,73.38,38,0,12.66,MR,1731291307
340,chernyshevskiy,63.0128,112.4714,-0.74,99,99,3.67,RU,1731291308
341,wotho,10.1657,166.0102,83.03,77,16,18.59,MH,1731291309
342,naracoorte,-36.9579,140.7383,79.7,28,100,3.58,AU,1731291310
343,patterson,37.4716,-121.1297,57.99,58,5,4.14,US,1731291311
344,gulf shores,30.246,-87.7008,76.01,84,20,8.05,US,1731291217
345,manggar,-2.8833,108.2667,86.0,63,97,7.36,ID,1731291314
346,makarov,48.6333,142.8,35.4,63,39,17.92,RU,1731291315
347,greenville,35.6127,-77.3663,66.22,88,100,7.34,US,1731291316
348,qui nhon,13.7667,109.2333,79.18,74,22,1.48,VN,1731291317
349,ust'-kulom,61.6864,53.6902,20.16,92,61,7.05,RU,1731291319
350,ambon,-3.6954,128.1814,87.94,70,40,4.61,ID,1731291320
351,bishkul,54.7803,69.1033,13.14,95,25,8.7,KZ,1731291322
352,souillac,-20.5167,57.5167,77.38,88,75,5.75,MU,1731291324
353,brisas de zicatela,15.8369,-97.0419,81.12,83,0,0.0,MX,1731291325
354,gambela,8.25,34.5833,70.23,82,0,4.59,ET,1731291326
355,ilebo,-4.3167,20.5833,67.62,99,100,0.13,CD,1731291327
356,hobyo,5.3505,48.5268,78.26,79,100,18.7,SO,1731291328
357,ivdel',60.6911,60.4206,15.15,80,4,6.2,RU,1731291331
358,aras-asan,8.8908,126.3033,83.93,71,96,5.5,PH,1731291333
359,mani,4.8172,-72.2886,74.12,91,100,3.31,CO,1731291335
360,urangan,-25.3,152.9,76.75,76,100,14.5,AU,1731291336
361,kandiari,26.9156,68.5216,77.58,57,0,3.62,PK,1731291337
362,ituiutaba,-18.9689,-49.465,77.95,67,68,3.98,BR,1731291338
363,tayzhina,53.6679,87.4362,31.28,95,100,13.76,RU,1731291339
364,doka,13.5167,35.7667,78.66,43,32,2.98,SD,1731291341
365,harper,4.375,-7.7169,77.85,87,7,6.67,LR,1731291342
366,fort st. john,56.2499,-120.8529,30.09,74,100,10.36,CA,1731291343
367,buzuluk,52.7807,52.2635,25.72,83,13,5.66,RU,1731291344
368,shaowu,27.3409,117.4831,74.7,68,0,1.83,CN,1731291345
369,la'ie,21.6477,-157.9253,79.99,85,16,7.0,US,1731291347
370,as sulayyil,20.4607,45.5779,66.65,43,91,5.37,SA,1731291348
371,dera bugti,29.0307,69.151,71.17,21,99,3.33,PK,1731291349
372,cabo san lucas,22.8909,-109.9124,75.76,71,0,10.36,MX,1731291114
373,hutchinson island south,27.2995,-80.2205,79.0,81,40,14.0,US,1731291351
374,ciudad lazaro cardenas,17.9583,-102.2,80.08,82,6,6.13,MX,1731291353
375,chyorny yar,48.0624,46.1091,41.09,77,90,5.68,RU,1731291354
376,dudinka,69.4058,86.1778,-12.14,97,60,8.32,RU,1731291355
377,mulchen,-37.7167,-72.2333,44.69,84,10,3.38,CL,1731291356
378,laayoune,27.1622,-13.2032,66.54,100,0,8.05,EH,1731291358
379,ahmadpur east,29.1431,71.2598,75.15,24,55,8.19,PK,1731291359
380,nyaunglebin,17.95,96.7333,76.06,85,10,4.21,MM,1731291362
381,parauapebas,-6.0675,-49.9022,78.42,68,74,3.0,BR,1731291363
382,tabou,4.423,-7.3528,78.01,87,7,5.68,CI,1731291364
383,menongue,-14.6585,17.691,64.06,92,100,3.27,AO,1731291367
384,mount isa,-20.7333,139.5,96.57,17,100,11.5,AU,1731291368
385,mesagne,40.5588,17.8083,60.04,55,0,10.36,IT,1731291370
386,banamba,13.55,-7.45,73.49,24,0,6.91,ML,1731291372
387,rio tuba,8.5061,117.4317,84.0,72,100,1.9,PH,1731291373
388,colonia,50.9333,6.95,49.95,92,100,2.3,DE,1731291374
389,palmer,42.1584,-72.3287,51.53,67,100,6.91,US,1731291375
390,mount gambier,-37.8333,140.7667,69.57,44,83,8.59,AU,1731291376
391,taman',45.2117,36.7161,48.22,74,100,17.56,RU,1731291378
392,pangody,65.85,74.4859,9.32,93,100,21.81,RU,1731291379
393,crane,31.3974,-102.3501,61.74,21,0,3.18,US,1731291380
394,oleszyce,50.1675,23.0348,33.57,87,0,6.78,PL,1731291381
395,salavan,15.7167,106.4167,80.2,65,2,2.17,LA,1731291383
396,tanjung pinang,0.9167,104.45,85.24,68,85,7.78,ID,1731291384
397,ust-nera,64.5667,143.2,-9.45,97,96,3.02,RU,1731291385
398,lorengau,-2.0226,147.2712,82.65,80,94,8.23,PG,1731291386
399,soio,-6.1349,12.3689,76.46,87,100,6.08,AO,1731291387
400,castillos,-34.1667,-53.8333,58.01,94,94,4.92,UY,1731291389
401,grand falls-windsor,48.9332,-55.6649,35.76,79,96,13.44,CA,1731291390
402,yuanping,38.7153,112.7575,52.54,67,100,2.3,CN,1731291391
403,kolyvan',55.3053,82.7391,24.71,94,100,8.25,RU,1731291392
404,lakatoro,-16.0999,167.4164,82.18,63,10,7.81,VU,1731291393
405,san juan de miraflores,-12.1629,-76.9635,68.16,75,100,8.63,PE,1731291395
406,shengli,37.4564,118.4856,59.94,71,100,3.6,CN,1731291396
407,dabhol,17.6,73.1667,74.59,60,11,6.64,IN,1731291397
408,hassi messaoud,31.6804,6.0729,64.99,53,0,10.38,DZ,1731291398
409,imeni morozova,59.9757,31.0376,31.8,89,100,3.71,RU,1731291400
410,smithers,54.7804,-127.1743,35.92,75,100,10.36,CA,1731291401
411,yarmouth,41.7057,-70.2286,57.25,80,100,18.41,US,1731291402
412,horsham,51.064,-0.3272,54.25,85,75,2.3,GB,1731291403
413,otelu rosu,45.5333,22.3667,35.69,76,39,4.14,RO,1731291404
414,cadiz,36.5,-5.75,56.97,69,14,3.87,ES,1731291406
415,intorsura buzaului,45.6833,26.0333,34.21,85,100,1.1,RO,1731291408
416,jayapura,-2.5333,140.7,85.39,69,44,2.84,ID,1731291409
417,kimbe,-5.5502,150.1429,87.31,68,34,3.98,PG,1731291411
418,lata,40.1629,-8.3327,53.94,97,70,4.0,PT,1731291412
419,estes park,40.3772,-105.5217,35.98,62,74,1.01,US,1731291413
420,lastrup,52.7833,7.85,48.06,86,67,6.93,DE,1731291414
421,ciudad insurgentes,25.2625,-111.7753,65.89,56,8,10.76,MX,1731291415
422,lieksa,63.3167,30.0167,34.48,79,100,7.49,FI,1731291417
423,rumoi,43.9344,141.6428,48.11,64,11,13.78,JP,1731291418
424,saint-louis,16.3333,-15.0,79.3,14,0,8.86,SN,1731291419
425,sumenep,-7.0167,113.8667,87.03,62,80,12.26,ID,1731291420
426,bay roberts,47.5999,-53.2648,36.14,76,9,8.99,CA,1731291421
427,taltal,-25.4,-70.4833,64.13,79,33,2.04,CL,1731291423
428,nizhneangarsk,55.7833,109.55,15.49,75,32,3.85,RU,1731291424
429,lusambo,-4.9667,23.45,67.95,99,100,1.32,CD,1731291425
430,kavaratti,10.5669,72.642,82.56,71,2,6.78,IN,1731291426
431,malmesbury,-33.4608,18.7271,55.06,84,53,6.49,ZA,1731291428
432,ubatuba,-23.4339,-45.0711,60.93,86,42,3.67,BR,1731291429
433,lerwick,60.1545,-1.1494,48.9,83,27,20.38,GB,1731291430
434,santa cruz,-17.8,-63.1667,80.06,78,4,4.61,BO,1731291431
435,egilsstadir,65.2653,-14.3948,42.71,65,40,13.8,IS,1731291432
436,carutapera,-1.195,-46.02,79.18,80,78,10.04,BR,1731291434
437,el tigre,8.8875,-64.2454,79.47,68,34,7.49,VE,1731291435
438,coalinga,36.1397,-120.3602,58.05,39,26,0.25,US,1731291436
439,strezhevoy,60.7333,77.5889,14.09,92,100,12.86,RU,1731291437
440,tsiombe,-25.3,45.4833,70.93,76,40,3.36,MG,1731291438
441,bogale,16.2833,95.4,77.68,88,16,7.14,MM,1731291440
442,greymouth,-42.4667,171.2,58.44,65,66,8.12,NZ,1731291441
443,bako,5.7833,36.5667,63.27,80,43,3.8,ET,1731291442
444,kristiansund,63.1115,7.732,45.12,81,100,5.75,NO,1731291443
445,ingenio la esperanza,-24.2255,-64.839,79.95,59,85,2.53,AR,1731291445
446,fale old settlement,-9.3852,-171.2468,82.4,75,12,10.71,TK,1731291446
447,tanjung pandan,-2.75,107.65,86.56,63,87,5.73,ID,1731291447
448,grazzanise,41.0894,14.1003,57.92,76,0,8.05,IT,1731291448
449,yuzhno-kurilsk,44.0306,145.8556,48.33,74,94,18.25,RU,1731291449
450,desnogorsk,54.1508,33.2815,32.83,95,99,2.86,RU,1731291451
451,sao tome,0.3365,6.7273,78.3,83,97,4.52,ST,1731291452
452,whakatane,-37.9585,176.9854,71.55,45,100,12.8,NZ,1731291453
453,barah,13.7,30.3667,75.7,24,71,13.29,SD,1731291454
454,newman,37.3138,-121.0208,58.05,60,3,2.73,US,1731291456
455,demba,-5.51,22.2667,66.06,100,100,0.63,CD,1731291457
456,saldanha,-33.0117,17.9442,55.45,83,15,11.63,ZA,1731291458
457,hami,42.8,93.45,42.57,42,0,7.67,CN,1731291459
458,flying fish cove,-10.4217,105.6791,80.28,89,100,11.5,CX,1731291460
459,northam,51.0333,-4.2167,56.61,97,100,4.65,GB,1731291462
460,al mijlad,11.0333,27.7333,79.43,20,77,14.56,SD,1731291463
461,dacice,49.0815,15.4373,31.68,71,0,1.7,CZ,1731291464
462,ntcheu,-14.8203,34.6359,68.9,73,3,4.16,MW,1731291465
463,bonthe,7.5264,-12.505,79.41,82,22,2.39,SL,1731291468
464,tubay,9.1669,125.5239,86.81,67,62,4.45,PH,1731291469
465,aripuana,-9.1667,-60.6333,76.64,80,78,2.75,BR,1731291470
466,bull savanna,17.8868,-77.5902,76.08,85,6,7.65,JM,1731291471
467,sumbe,-11.2061,13.8437,76.93,87,100,5.21,AO,1731291473
468,darwin,-12.4611,130.8418,95.95,49,40,3.44,AU,1731291349
469,nova vicosa,-17.8919,-39.3719,74.77,77,29,11.74,BR,1731291475
470,laurentides,46.4334,-74.9826,38.57,71,100,4.52,CA,1731291476
471,mahina,-17.5065,-149.489,83.97,70,100,6.91,PF,1731291478
472,forster,-32.1667,152.5167,77.38,75,77,9.01,AU,1731291479
473,wanning,18.8003,110.3967,75.7,92,100,17.67,CN,1731291480
474,moroni,-11.7022,43.2551,77.7,70,1,2.71,KM,1731291481
475,cill airne,52.05,-9.5167,45.18,93,30,2.24,IE,1731291483
476,oamaru,-45.0784,170.9801,56.53,57,26,18.21,NZ,1731291484
477,sao joao de pirabas,-0.7747,-47.1772,80.28,78,95,9.35,BR,1731291485
478,beius,46.6667,22.35,37.92,72,5,2.77,RO,1731291486
479,barra de santo antonio,-9.4047,-35.5072,76.89,82,81,15.61,BR,1731291487
480,kihoku-cho,33.2559,132.6834,68.74,77,9,6.04,JP,1731291489
481,galesong,-5.3166,119.3661,86.31,63,20,2.26,ID,1731291490
482,khenifra,32.9333,-5.6667,56.5,48,0,4.81,MA,1731291491
483,gisborne,-38.6533,178.0042,65.73,66,100,15.01,NZ,1731291492
484,kutum,14.2,24.6667,65.82,31,90,6.76,SD,1731291493
485,kirakira,-10.4544,161.9205,82.58,80,100,8.72,SB,1731291495
486,summerside,46.3959,-63.7876,46.27,60,94,10.36,CA,1731291496
487,turpan,42.9333,89.1667,49.33,46,4,1.21,CN,1731291497
488,korla,41.7597,86.1469,44.15,44,0,7.43,CN,1731291498
489,trimbak,19.9333,73.55,65.08,60,0,5.93,IN,1731291499
490,chonchi,-42.6128,-73.8092,43.12,97,14,3.27,CL,1731291501
491,pijijiapan,15.7011,-93.23,76.66,86,88,3.67,MX,1731291502
492,fort irwin,35.2627,-116.6848,58.53,15,0,0.0,US,1731291503
493,mitu,1.1983,-70.1733,72.3,99,100,1.34,CO,1731291504
494,muntok,-2.0667,105.1833,84.81,68,100,2.68,ID,1731291507
495,angaur state,6.906,134.13,83.16,72,29,1.95,PW,1731291508
496,semera,11.501,41.201,73.63,51,43,9.04,ET,1731291509
497,orkney,-26.9802,26.6727,63.5,82,100,6.24,ZA,1731291511
498,vanino,49.0869,140.2543,34.21,50,1,11.77,RU,1731291512
499,muromtsevo,56.3724,75.2418,16.05,90,100,11.52,RU,1731291513
500,ugoofaaru,5.6667,73.0,82.45,71,20,6.58,MV,1731291514
501,novyy urengoy,66.0833,76.6333,12.54,93,100,20.27,RU,1731291515
502,istgah-e rah ahan-e garmsar,35.2346,52.3094,56.03,35,5,3.69,IR,1731291517
503,oranjemund,-28.55,16.4333,58.46,92,64,11.16,NA,1731291518
504,polyarnyy,69.1989,33.4478,35.92,69,100,17.25,RU,1731291519
505,kisangani,0.5167,25.2,67.33,97,100,1.59,CD,1731291520
506,kualakapuas,-3.0091,114.3876,84.42,78,99,2.48,ID,1731291521
507,kidal,18.4411,1.4078,68.72,21,5,10.51,ML,1731291523
508,selfoss,63.9331,-20.9971,39.04,77,100,14.23,IS,1731291524
509,bakanas,44.8081,76.2772,39.81,77,5,7.99,KZ,1731291525
510,sao desiderio,-12.3633,-44.9733,70.54,96,99,2.46,BR,1731291526
511,ishinomaki,38.4167,141.3,61.97,58,100,13.18,JP,1731291528
512,elliot,-31.3333,27.85,51.28,98,100,3.91,ZA,1731291529
513,rio verde de mato grosso,-18.9181,-54.8442,79.3,60,15,4.74,BR,1731291530
514,ludvika,60.1496,15.1878,39.92,86,100,3.33,SE,1731291531
515,sinop,41.7711,34.8709,43.63,87,99,1.3,TR,1731291532
516,constitucion,-35.3333,-72.4167,51.89,80,0,11.03,CL,1731291237
517,walvis bay,-22.9575,14.5053,55.15,92,0,3.87,NA,1731291535
518,kayangel,8.0823,134.7173,83.37,69,100,1.41,PW,1731291536
519,bardai,11.65,7.2333,64.69,31,96,8.43,NG,1731291537
520,la leonesa,-27.0379,-58.7035,74.73,49,3,4.92,AR,1731291538
521,callao,-12.0667,-77.15,69.71,77,0,16.11,PE,1731291540
522,udachny,66.4167,112.4,3.74,95,100,4.41,RU,1731291541
523,marsh harbour,26.5412,-77.0636,77.68,85,100,22.08,BS,1731291542
524,sisimiut,66.9395,-53.6735,20.26,79,100,8.75,GL,1731291543
525,aqaba,29.5267,35.0078,67.86,60,0,3.44,JO,1731291544
526,anna regina,7.2644,-58.5077,82.51,79,86,11.36,GY,1731291546
527,guerrero negro,27.9769,-114.0611,64.13,60,85,9.51,MX,1731291547
528,saudarkrokur,65.7461,-19.6394,40.35,79,98,16.53,IS,1731291548
529,twon-brass,4.3151,6.2418,79.32,79,86,3.49,NG,1731291549
530,kaa-khem,51.6833,94.7333,27.09,58,100,4.16,RU,1731291550
531,peoria heights,40.7473,-89.574,52.39,79,26,3.0,US,1731291552
532,djambala,-2.5447,14.7533,64.35,91,94,1.14,CG,1731291553
533,dwarka,22.2394,68.9678,80.65,66,0,9.01,IN,1731291554
534,jalqani,12.4486,34.2186,83.23,41,32,3.13,SD,1731291555
535,mae sai,20.4335,99.8762,75.83,72,60,1.57,TH,1731291557
536,sterlibashevo,53.4376,55.2578,15.67,95,3,6.62,RU,1731291558
537,qamdo,31.1667,97.2333,35.69,41,0,6.55,CN,1731291559
538,hagere hiywet,8.9833,37.85,53.46,81,91,4.59,ET,1731291560
539,reedsburg,43.5325,-90.0026,48.94,92,100,8.05,US,1731291561
540,bandarbeyla,9.4942,50.8122,78.8,81,67,16.67,SO,1731291563
541,joacaba,-27.1781,-51.5047,65.84,87,0,3.47,BR,1731291564
542,ayr,55.4627,-4.6339,49.98,81,0,8.05,GB,1731291565
543,iskateley,67.6803,53.1512,11.97,89,36,5.53,RU,1731291566
544,tambura,5.6,27.4667,67.69,91,100,1.45,SS,1731291567
545,huarmey,-10.0681,-78.1522,66.42,82,100,6.06,PE,1731291569
546,san patricio,28.017,-97.5169,76.95,71,1,7.49,US,1731291570
547,duba,27.3513,35.6901,75.2,52,0,3.44,SA,1731291571
548,guarapari,-20.6667,-40.4975,69.6,84,46,10.13,BR,1731291572
549,mareno di piave,45.8475,12.3547,43.86,75,0,4.5,IT,1731291574
550,winchester,51.0651,-1.3187,53.89,99,100,3.44,GB,1731291575
551,hajin,34.6927,40.827,60.21,82,0,3.33,SY,1731291576
552,notodden,59.5594,9.2585,37.76,59,100,0.94,NO,1731291577
553,rengasdengklok,-6.1592,107.2981,87.44,62,81,2.86,ID,1731291578
554,erenhot,43.6475,111.9767,40.08,48,0,15.08,CN,1731291580
555,nizhniy ingash,56.2,96.53,34.7,62,100,15.64,RU,1731291581
556,marianna,30.7744,-85.2269,73.44,88,20,0.0,US,1731291437
557,acapulco de juarez,16.8634,-99.8901,82.22,89,20,2.3,MX,1731291370
558,salalah,17.0151,54.0924,71.69,46,0,6.91,OM,1731291586
559,san sebastian de la gomera,28.0916,-17.1133,82.76,18,0,2.3,ES,1731291587
560,pimenta bueno,-11.6725,-61.1936,77.09,84,100,2.55,BR,1731291588
561,male,4.1748,73.5089,84.15,79,40,5.75,MV,1731291589
562,san pedro,14.35,121.0167,85.23,85,75,14.97,PH,1731291590
563,nyurba,63.2842,118.3319,6.78,96,100,6.13,RU,1731291592
564,tromso,69.6496,18.957,39.22,81,100,3.44,NO,1731291593
565,huetamo de nunez,18.5833,-100.8833,80.38,71,13,2.44,MX,1731291594
566,katsuura,35.1333,140.3,65.05,93,100,14.25,JP,1731291595
567,lepsy,46.235,78.9456,39.11,81,16,14.76,KZ,1731291597
568,kingscliff,-28.2667,153.5667,78.94,78,100,6.91,AU,1731291598
569,cangucu,-31.395,-52.6756,56.97,93,0,7.78,BR,1731291599
570,gaillimh,53.2719,-9.0489,46.53,86,90,3.15,IE,1731291600
571,zhanaozen,43.3,52.8,45.95,80,2,4.16,KZ,1731291601
572,kasulu,-4.5767,30.1025,62.92,90,99,0.96,TZ,1731291603
573,kenai,60.5544,-151.2583,30.25,80,0,4.61,US,1731291604
574,keelung,25.1283,121.7419,75.94,90,100,11.16,TW,1731291605
